id_fakta,id_waktu,id_kecamatan,id_tanah,id_komoditas,id_pupuk,Temperature,Humidity,Moisture,Nitrogen,Potassium,Phosphorus
6087,1256,1,3,5,3,27.21,46.35,35.11,10,0,10
6088,811,4,4,7,5,30.96,56.48,38.62,32,0,2
6089,666,4,5,3,5,25.46,55.52,34.53,39,2,3
6090,90,4,3,1,4,31.13,57.22,49.42,14,0,4
6091,199,2,5,4,1,25.05,44.34,25.92,9,11,16
6092,1184,1,3,6,7,33.05,50.5,39.37,6,2,14
6093,538,1,5,7,5,38.39,61.8,54.73,7,23,21
6094,1144,1,4,5,4,29.46,60.17,40.6,16,2,9
6095,301,2,2,11,6,23.78,50.2,41.1,21,0,20
6096,724,3,5,6,3,34.85,58.96,40.06,22,0,28
6097,963,2,2,1,2,34.81,60.62,53.89,15,0,5
6098,68,2,3,2,4,29.41,46.25,48.06,7,21,16
6099,459,4,5,2,4,34.5,66.51,62.55,13,3,38
6100,398,1,1,3,1,30.78,58.39,37.15,26,1,20
6101,620,1,1,2,2,35.65,68.27,36.65,15,0,43
6102,1163,3,3,4,7,29.0,66.29,61.94,10,0,37
6103,730,3,4,8,6,23.69,44.73,48.52,18,1,17
6104,556,4,2,9,5,29.39,57.26,57.53,12,4,33
6105,781,1,3,7,5,27.0,52.82,49.08,16,1,7
6106,894,3,4,8,2,26.6,45.91,28.97,37,2,2
6107,610,3,5,9,4,31.57,53.08,43.02,24,0,25
6108,748,1,2,9,5,30.48,67.9,25.48,11,2,34
6109,282,2,2,3,5,27.39,50.86,56.33,11,4,7
6110,661,3,4,2,3,31.26,68.13,23.88,10,7,33
6111,924,1,2,9,2,30.52,70.57,59.93,38,3,2
6112,996,3,2,7,5,30.17,67.92,56.37,37,0,0
6113,746,4,2,9,2,30.79,52.36,42.22,3,13,18
6114,87,3,4,6,3,33.68,51.62,48.57,8,3,37
6115,1102,1,3,4,5,30.1,62.4,52.64,5,10,26
6116,1228,3,1,1,2,38.72,58.9,38.91,8,11,31
6117,791,4,2,10,3,37.78,62.74,38.56,13,0,39
6118,304,4,1,9,6,35.93,77.82,40.02,42,0,1
6119,130,3,5,5,6,36.65,73.12,32.65,11,0,45
6120,596,3,4,3,4,31.53,62.71,63.53,28,0,16
6121,558,4,3,1,6,25.47,51.22,21.2,14,0,41
6122,899,4,2,4,4,21.26,57.97,22.22,25,2,15
6123,1206,2,5,8,3,30.89,61.12,43.19,36,4,0
6124,78,2,2,2,5,28.96,46.48,40.37,38,2,0
6125,784,4,4,10,7,31.51,55.1,30.6,20,0,23
6126,674,3,2,3,2,37.18,67.2,44.25,36,0,1
6127,238,1,5,2,2,33.11,72.21,25.55,3,2,29
6128,1157,3,4,1,5,32.28,51.98,66.27,10,7,29
6129,1215,3,4,11,7,34.19,57.37,20.0,5,13,21
6130,278,2,2,7,6,35.41,63.84,41.24,8,3,31
6131,1042,2,4,8,1,24.11,45.89,33.2,12,0,41
6132,524,2,3,5,3,30.14,55.8,53.62,11,0,39
6133,180,4,5,10,2,26.12,54.01,24.44,9,0,10
6134,123,4,4,6,1,31.19,49.02,53.05,7,3,33
6135,1075,3,5,4,3,32.4,60.04,70.0,16,0,34
6136,1094,3,4,1,7,31.7,56.56,58.11,9,5,24
6137,480,1,3,2,3,34.39,56.0,39.22,25,1,20
6138,1043,3,1,8,7,25.77,48.22,37.18,22,1,23
6139,84,3,1,7,4,28.91,54.0,43.35,25,0,19
6140,1178,2,3,5,4,27.59,46.47,42.99,39,0,4
6141,565,2,4,8,1,38.75,59.06,26.59,7,0,39
6142,619,2,5,8,4,22.57,45.63,25.22,36,4,0
6143,357,2,5,9,2,31.88,55.48,48.99,36,0,3
6144,816,2,4,8,1,22.37,54.2,28.21,16,4,40
6145,647,1,5,1,3,35.64,58.25,43.11,10,12,13
6146,443,1,5,1,4,37.92,63.52,57.65,11,0,17
6147,1092,1,2,1,5,34.96,62.17,32.1,28,4,25
6148,523,2,5,8,4,35.87,67.72,56.45,6,4,29
6149,143,4,4,5,5,30.72,58.49,48.86,14,2,29
6150,192,2,5,3,2,27.1,54.31,64.72,7,1,14
6151,378,2,1,8,7,31.63,59.3,36.89,13,0,34
6152,581,1,2,9,7,31.94,49.09,33.57,9,10,32
6153,535,2,2,10,6,36.29,66.45,28.19,22,0,24
6154,1033,1,1,5,6,25.13,65.26,63.03,5,6,31
6155,93,2,4,4,6,33.23,54.63,32.08,9,0,11
6156,529,3,1,4,5,30.1,76.55,35.94,12,4,38
6157,1177,4,1,1,3,33.57,71.2,44.05,13,3,13
6158,405,4,3,9,6,25.63,62.5,43.69,21,0,25
6159,840,1,1,5,5,37.36,57.89,32.72,9,6,26
6160,1172,3,2,4,7,36.23,62.8,42.68,14,0,31
6161,889,4,1,7,3,33.26,56.71,62.07,13,0,42
6162,422,1,3,1,1,26.65,60.53,40.45,11,0,16
6163,472,2,1,6,3,27.97,63.97,29.3,10,2,37
6164,893,2,3,1,1,36.16,66.29,49.05,1,19,19
6165,547,3,1,10,7,32.12,77.29,69.64,15,0,44
6166,631,4,1,10,3,28.77,55.31,61.58,7,0,11
6167,1038,2,2,11,2,36.4,55.65,42.68,26,0,14
6168,778,1,5,11,5,31.39,55.54,33.3,13,0,10
6169,364,2,2,11,1,29.26,52.37,64.7,35,3,4
6170,119,2,4,10,7,31.07,66.31,35.37,36,2,0
6171,546,4,3,1,4,31.2,67.76,37.33,10,4,32
6172,1192,4,5,6,2,20.79,49.45,31.93,1,20,19
6173,522,1,2,7,7,35.08,64.76,34.93,10,0,36
6174,634,3,4,6,5,31.09,53.5,30.38,10,3,37
6175,963,3,4,7,3,36.48,63.8,37.03,22,0,28
6176,958,2,3,7,7,27.47,63.37,35.75,11,7,31
6177,883,1,3,5,7,29.7,47.21,42.8,16,0,14
6178,780,3,1,3,5,34.31,64.07,56.1,41,0,0
6179,871,3,4,5,6,35.48,77.07,59.6,14,15,18
6180,516,2,3,2,4,35.01,60.31,41.09,5,19,19
6181,938,1,2,8,2,26.86,64.6,67.51,11,13,19
6182,866,3,2,10,6,37.76,69.09,42.99,41,0,0
6183,106,4,3,7,7,30.43,52.13,20.0,6,6,28
6184,1108,4,5,9,7,36.99,61.66,67.74,2,7,27
6185,214,2,2,11,4,32.06,71.03,52.21,21,3,25
6186,1144,2,2,3,4,25.99,48.98,52.04,13,11,27
6187,1155,2,1,4,4,36.61,59.51,61.5,18,4,40
6188,850,2,1,6,2,32.43,61.18,35.98,15,3,44
6189,197,3,4,2,2,32.76,64.72,70.0,6,14,12
6190,19,1,4,7,7,27.35,57.23,20.0,15,2,38
6191,642,2,5,8,7,27.35,70.98,53.73,9,8,12
6192,1036,2,2,2,2,32.86,69.27,40.03,15,1,13
6193,1104,3,1,9,1,39.57,71.95,48.79,42,0,1
6194,330,2,5,2,3,31.94,67.97,36.56,8,11,27
6195,866,2,4,3,7,36.37,55.52,51.42,1,17,16
6196,774,1,3,3,6,29.41,64.67,26.84,41,0,0
6197,392,4,3,10,7,23.65,51.65,42.94,40,2,0
6198,637,2,5,5,6,27.69,66.82,69.38,5,9,31
6199,307,3,2,4,3,27.83,53.18,51.26,12,12,33
6200,895,1,2,2,6,34.25,59.46,35.3,5,2,11
6201,652,3,4,10,4,29.01,58.63,70.0,4,0,6
6202,841,1,1,6,6,28.44,61.71,20.0,15,1,35
6203,1026,1,4,2,6,35.82,70.09,65.76,26,0,19
6204,520,2,2,5,5,23.74,59.52,37.9,35,0,0
6205,636,2,5,2,2,26.4,61.18,44.59,37,0,3
6206,740,2,2,10,7,30.59,51.1,29.61,34,1,4
6207,469,4,4,1,2,24.26,47.47,41.47,33,0,0
6208,212,4,4,5,3,37.07,65.57,29.2,15,0,35
6209,1135,3,3,1,3,31.17,47.4,35.26,43,2,0
6210,1032,2,1,4,2,26.04,57.17,58.73,11,4,5
6211,804,4,2,1,3,32.02,49.9,34.01,5,3,30
6212,477,2,3,7,3,37.64,71.0,34.45,8,3,9
6213,874,4,2,8,4,40.0,51.91,51.48,10,4,37
6214,460,4,3,5,1,40.0,64.82,34.91,9,9,29
6215,253,1,4,5,2,34.52,54.84,20.39,7,0,37
6216,752,2,5,7,1,24.19,52.78,62.25,5,0,13
6217,981,2,5,5,3,28.3,44.16,37.12,45,0,0
6218,854,4,1,3,6,28.56,50.73,40.11,40,0,0
6219,236,2,1,4,3,25.84,48.25,28.97,33,0,0
6220,478,4,4,2,2,32.82,72.68,67.27,16,2,35
6221,679,2,1,10,7,29.11,41.5,57.5,15,9,11
6222,1044,1,2,6,6,40.0,79.27,54.52,11,5,31
6223,216,2,1,11,2,32.51,74.08,30.77,20,4,17
6224,855,1,5,4,7,34.34,64.59,64.54,7,11,18
6225,135,3,1,4,5,31.72,46.57,33.12,8,4,25
6226,905,2,2,10,3,26.61,46.44,31.61,41,0,0
6227,1152,2,4,6,7,34.99,61.26,46.53,37,0,0
6228,410,2,3,4,1,28.46,47.43,43.66,34,0,0
6229,86,1,2,8,1,29.07,61.08,27.49,9,0,9
6230,556,2,2,11,2,31.91,56.92,56.68,8,4,10
6231,378,2,2,8,7,27.05,67.65,49.4,9,1,33
6232,1075,4,4,7,6,27.35,60.19,38.46,40,1,3
6233,242,3,5,2,7,30.24,57.27,33.81,35,3,0
6234,920,1,3,4,4,27.47,50.13,43.95,11,1,10
6235,266,4,2,9,2,29.17,56.11,33.33,17,0,24
6236,1143,1,1,3,6,28.47,43.34,70.0,9,2,6
6237,712,4,5,11,7,26.53,54.66,31.33,15,20,12
6238,70,3,1,1,1,25.42,59.82,44.93,13,4,36
6239,57,4,4,4,3,33.41,51.2,45.61,20,0,18
6240,39,1,3,2,2,30.22,54.1,24.22,4,4,29
6241,801,2,4,7,4,24.58,46.1,28.15,41,3,2
6242,1042,2,2,3,1,24.28,65.84,55.13,12,3,9
6243,732,3,3,5,4,37.55,64.6,43.06,36,1,0
6244,825,1,3,1,4,24.94,59.33,39.15,18,4,41
6245,756,1,2,8,5,31.22,71.21,39.47,25,0,15
6246,352,1,4,8,7,29.92,70.82,61.95,11,0,17
6247,283,3,3,6,5,29.22,57.62,50.47,14,2,40
6248,110,2,4,6,1,29.23,69.81,40.31,43,2,0
6249,1017,4,4,6,4,23.9,45.41,23.75,8,1,11
6250,1203,3,2,6,1,21.36,44.67,49.8,11,0,11
6251,544,4,4,8,2,25.73,50.6,20.0,11,9,32
6252,25,2,3,10,2,24.48,49.05,33.85,5,12,29
6253,843,3,1,3,2,36.65,55.69,61.93,13,17,9
6254,791,2,5,10,2,35.8,52.09,38.81,25,0,28
6255,738,4,4,1,7,30.7,65.78,39.17,23,4,17
6256,57,1,2,8,5,26.47,52.63,37.92,9,12,33
6257,180,1,4,2,6,28.61,63.87,29.29,17,3,9
6258,232,4,3,10,6,33.19,51.22,31.92,19,2,40
6259,343,1,1,8,6,34.34,59.1,53.66,8,14,14
6260,477,4,3,1,4,31.92,64.08,56.9,13,11,10
6261,576,3,1,7,2,24.19,48.21,44.34,13,5,24
6262,455,3,1,6,5,32.55,64.38,28.02,9,12,28
6263,1255,3,3,9,5,30.08,65.89,54.29,17,0,38
6264,289,1,5,11,6,31.67,50.73,39.1,19,2,14
6265,1236,2,2,6,2,30.61,57.26,56.71,14,2,34
6266,258,1,3,11,5,29.32,47.61,44.18,40,0,2
6267,530,1,3,9,4,40.0,77.37,53.95,34,0,2
6268,687,2,4,3,1,33.43,54.28,50.93,8,0,32
6269,929,2,2,9,2,33.69,65.59,44.33,9,4,31
6270,229,2,1,9,7,22.93,58.97,53.96,6,0,10
6271,1249,2,2,9,7,22.07,43.99,24.58,44,4,0
6272,596,1,1,7,7,30.94,49.05,21.4,9,17,17
6273,435,4,3,6,4,22.15,48.66,61.0,10,0,8
6274,882,3,1,11,2,35.01,61.43,53.19,14,3,33
6275,1021,4,4,11,2,27.47,49.35,52.45,8,12,33
6276,402,1,2,6,4,30.34,71.91,39.7,35,3,0
6277,622,2,5,11,7,26.1,47.87,27.14,10,0,42
6278,88,3,1,11,3,37.5,61.09,54.31,6,23,18
6279,584,3,4,1,1,31.12,67.16,45.77,19,1,18
6280,309,4,5,6,2,38.12,68.6,34.16,13,1,31
6281,906,1,4,6,6,33.08,69.06,68.37,4,11,25
6282,343,1,2,10,6,37.86,56.43,47.62,35,0,3
6283,436,1,2,2,7,32.29,49.94,49.05,4,10,37
6284,177,3,1,10,2,29.64,66.03,65.05,17,4,40
6285,139,4,3,7,1,31.15,52.04,47.36,11,1,31
6286,194,3,5,2,4,32.31,64.95,55.13,16,0,10
6287,1209,3,2,9,3,31.39,65.28,55.06,20,0,20
6288,1241,2,5,11,2,31.23,47.26,33.63,16,1,43
6289,1187,4,1,5,6,33.15,56.83,29.47,37,0,0
6290,1184,2,1,4,2,28.74,45.6,40.97,22,3,19
6291,943,1,2,9,4,36.5,63.95,29.3,10,9,31
6292,525,3,4,1,5,31.25,65.16,61.75,13,1,40
6293,1066,4,2,2,2,31.34,65.3,45.94,15,9,12
6294,915,1,5,9,5,39.17,60.87,33.65,17,0,14
6295,210,4,5,11,6,22.03,55.73,44.87,20,0,17
6296,741,3,1,7,2,29.57,61.19,62.88,11,0,11
6297,862,4,3,6,2,37.28,59.54,42.77,41,3,1
6298,954,1,3,4,4,30.44,73.8,29.62,35,0,0
6299,833,2,4,8,2,28.69,53.0,41.72,16,0,9
6300,140,3,4,1,7,27.38,58.03,33.27,7,10,17
6301,792,2,5,11,3,32.77,69.64,45.76,8,9,13
6302,546,3,1,9,3,36.41,64.96,59.81,7,10,28
6303,1017,1,5,11,2,33.79,66.5,37.64,19,1,28
6304,57,3,4,4,7,30.15,60.11,44.88,17,0,31
6305,112,2,3,9,5,35.75,72.31,48.51,18,4,21
6306,5,3,3,5,4,32.08,58.58,35.11,41,0,3
6307,1205,1,3,6,1,26.02,63.08,29.67,15,12,16
6308,1037,3,4,3,7,29.95,45.82,45.65,37,2,0
6309,90,2,3,3,2,29.26,50.69,34.13,21,0,19
6310,616,1,2,1,3,28.69,51.59,39.81,5,16,17
6311,891,2,5,3,6,24.47,41.96,66.66,13,3,6
6312,698,3,3,6,7,37.73,63.94,57.35,13,15,9
6313,898,4,4,2,4,32.67,56.69,27.33,43,0,0
6314,971,2,3,3,2,27.86,60.04,35.19,13,13,20
6315,1131,3,1,1,4,29.87,53.12,36.23,39,0,2
6316,668,4,4,10,5,33.95,67.07,62.06,27,0,17
6317,594,4,5,10,3,22.85,48.3,34.63,21,0,19
6318,589,1,3,11,3,28.65,55.95,65.2,5,0,8
6319,485,4,1,4,5,29.16,60.54,23.72,17,18,18
6320,982,2,2,9,2,40.0,67.52,54.89,7,8,30
6321,972,2,3,11,5,25.43,65.1,28.58,3,12,29
6322,639,4,1,2,4,31.04,55.09,20.0,13,0,36
6323,997,3,4,11,5,39.18,63.25,53.62,9,11,26
6324,282,2,4,7,2,27.84,60.23,45.59,24,0,19
6325,986,2,2,5,7,27.65,53.31,61.72,5,6,31
6326,1111,1,3,5,2,40.0,66.91,30.02,14,4,39
6327,1227,3,1,6,7,26.64,56.92,41.8,7,0,46
6328,16,4,5,6,7,33.92,70.15,30.72,42,0,2
6329,1174,3,1,4,2,30.11,59.1,51.32,39,0,0
6330,936,1,1,8,3,27.9,64.75,32.03,10,13,19
6331,254,1,5,9,5,25.22,53.73,30.89,12,0,15
6332,1211,3,1,5,1,29.14,53.05,39.37,3,14,15
6333,329,1,2,1,3,32.25,57.98,33.41,38,3,0
6334,544,1,4,9,7,25.26,57.8,26.57,15,0,37
6335,783,1,3,6,1,30.43,47.52,45.72,21,0,23
6336,997,3,1,6,3,27.7,45.51,25.68,41,4,0
6337,845,1,2,4,2,22.92,45.66,20.23,15,3,8
6338,1192,4,4,7,3,35.68,58.08,28.71,16,0,34
6339,366,4,2,4,7,22.5,42.27,32.46,18,4,17
6340,1201,2,1,6,1,28.63,54.93,54.17,13,0,18
6341,655,4,3,10,7,33.93,53.66,42.21,10,0,33
6342,760,2,3,5,7,31.52,60.7,46.13,10,3,31
6343,639,3,3,7,6,27.84,69.92,32.53,43,0,0
6344,1064,1,4,1,3,30.09,63.88,29.57,13,0,40
6345,924,4,3,1,5,30.66,73.88,52.09,41,0,4
6346,416,2,2,8,2,30.75,60.98,45.39,42,0,0
6347,255,3,4,4,3,24.83,53.1,42.24,12,3,25
6348,1166,2,5,11,6,29.26,43.57,38.57,3,19,14
6349,710,1,4,4,2,33.46,60.05,38.08,10,3,13
6350,577,4,4,1,5,37.04,64.29,36.18,16,0,41
6351,900,3,2,4,1,38.74,57.13,29.33,10,7,26
6352,11,2,5,5,2,30.89,51.81,22.19,12,0,44
6353,26,3,3,11,5,32.42,64.25,35.46,14,0,41
6354,957,2,3,7,3,24.94,59.04,40.73,19,4,20
6355,421,2,2,8,7,24.57,56.6,34.73,13,4,37
6356,1244,1,2,6,7,34.8,58.49,45.25,2,10,32
6357,496,1,1,9,1,25.54,65.98,69.67,7,0,37
6358,1260,2,4,9,1,33.34,55.85,23.34,11,0,42
6359,237,4,2,11,3,29.55,56.78,47.37,40,0,4
6360,1009,3,1,10,2,27.34,51.79,44.97,21,3,16
6361,219,3,4,10,7,27.57,60.98,50.89,17,0,34
6362,461,1,4,8,3,35.14,67.73,25.02,16,2,16
6363,663,4,3,6,6,33.45,62.3,57.89,26,0,20
6364,635,2,2,5,1,34.73,60.41,49.08,38,0,1
6365,1167,1,1,10,6,34.28,68.72,56.54,4,0,15
6366,990,2,1,4,6,30.2,54.14,39.71,10,3,28
6367,189,2,2,5,4,38.61,75.37,60.29,39,0,0
6368,255,1,4,9,4,32.47,65.43,40.33,2,9,32
6369,68,4,3,8,7,31.28,72.17,31.32,42,0,0
6370,616,3,5,9,7,36.14,63.2,37.97,3,20,21
6371,336,1,2,1,2,27.09,52.83,49.64,21,0,23
6372,671,4,3,7,5,28.62,51.24,41.5,26,0,15
6373,821,2,2,5,1,29.46,59.83,48.05,18,0,28
6374,874,1,5,4,5,35.21,61.64,45.77,37,0,2
6375,300,3,5,5,5,35.02,64.12,70.0,26,3,21
6376,357,3,3,6,6,33.34,59.29,44.65,13,6,24
6377,256,2,4,6,7,33.5,58.47,55.58,13,15,15
6378,1008,1,4,7,5,25.03,57.3,62.78,9,2,38
6379,353,3,5,10,5,32.43,70.44,32.33,24,3,23
6380,524,1,3,4,4,29.68,59.53,42.04,20,0,14
6381,950,3,2,6,6,30.83,69.5,31.71,36,4,0
6382,756,2,5,1,5,29.84,46.49,36.19,36,3,0
6383,284,2,5,7,3,31.89,47.95,33.53,38,4,0
6384,99,1,2,5,2,30.41,53.73,52.34,25,4,22
6385,197,4,3,6,6,29.82,58.39,34.31,31,0,1
6386,482,4,3,11,5,29.69,68.57,47.16,13,0,11
6387,878,2,3,6,4,31.03,67.49,41.49,11,0,34
6388,1249,3,3,8,7,30.98,62.94,45.32,17,0,25
6389,615,4,1,10,5,23.66,48.21,29.87,40,3,0
6390,618,2,4,6,6,25.86,56.56,25.32,22,1,17
6391,368,3,5,4,1,24.37,52.52,35.28,12,8,34
6392,570,3,3,3,6,35.64,78.63,32.96,16,0,41
6393,590,4,4,5,3,34.27,53.73,40.07,21,0,18
6394,1098,2,2,4,4,28.27,53.31,44.56,10,0,11
6395,1066,3,3,9,6,36.59,60.09,43.56,15,0,37
6396,422,3,2,6,2,21.74,43.12,38.4,9,4,36
6397,836,1,1,10,3,26.44,66.54,46.85,6,14,9
6398,1204,1,5,4,4,28.84,67.18,30.09,8,0,18
6399,545,4,4,10,6,36.0,66.76,66.18,12,0,40
6400,71,1,1,7,2,35.56,58.03,40.89,37,0,1
6401,1128,2,5,7,1,35.35,55.95,45.52,15,0,14
6402,1223,4,4,11,7,26.74,52.72,36.02,20,0,19
6403,1124,4,5,3,1,37.23,75.19,30.93,9,0,37
6404,768,1,5,10,4,28.35,64.21,60.8,5,6,30
6405,307,3,3,4,6,21.54,44.06,29.56,17,0,21
6406,377,2,2,10,5,33.42,58.66,41.67,10,0,13
6407,655,2,3,2,6,32.22,54.87,69.52,13,1,34
6408,678,2,1,7,2,32.39,62.04,43.21,36,0,3
6409,399,4,1,10,7,27.02,45.11,48.36,33,0,0
6410,221,2,2,1,5,24.06,61.27,35.5,7,0,3
6411,182,3,2,2,6,21.63,46.14,40.71,13,14,8
6412,307,3,2,1,1,23.77,56.55,20.0,8,5,28
6413,522,1,2,7,4,21.54,46.95,31.7,36,2,0
6414,1014,2,4,4,7,23.2,50.07,39.24,41,4,0
6415,4,4,3,8,5,36.02,60.38,61.57,9,13,26
6416,863,1,5,6,5,34.17,61.19,52.4,19,0,23
6417,848,3,2,2,6,22.6,55.01,40.3,39,0,0
6418,804,2,1,11,2,27.44,57.01,28.59,26,2,16
6419,215,3,3,2,2,25.8,48.06,42.13,4,11,20
6420,972,1,3,2,1,39.49,59.18,34.57,11,3,39
6421,101,3,2,6,2,26.64,53.53,43.92,13,11,18
6422,963,2,5,1,2,32.09,75.71,34.53,13,0,17
6423,573,2,5,8,3,25.79,48.09,58.09,39,1,0
6424,658,1,2,1,6,24.8,52.55,31.96,24,4,15
6425,939,2,2,8,1,33.69,70.29,30.14,14,4,36
6426,1086,3,3,2,3,29.34,50.88,56.44,11,0,38
6427,226,3,5,8,5,37.46,66.33,49.74,11,3,40
6428,105,4,1,4,7,33.0,70.78,53.38,30,0,2
6429,772,4,3,2,5,25.32,60.92,27.45,8,3,35
6430,429,4,4,9,5,30.49,62.68,54.33,11,0,39
6431,434,3,3,8,2,30.32,74.54,28.58,6,0,34
6432,1230,3,1,2,6,32.0,69.46,51.38,12,0,6
6433,1052,1,5,1,2,30.09,50.47,63.24,12,0,36
6434,682,4,2,10,5,32.55,61.3,70.0,7,14,14
6435,588,3,5,4,6,29.27,44.77,37.58,25,0,22
6436,1092,1,3,8,5,28.93,67.15,49.11,16,0,36
6437,866,3,1,5,6,27.16,59.89,53.85,13,0,33
6438,746,1,4,4,4,33.73,70.72,33.03,34,4,4
6439,1190,4,5,4,3,39.43,54.27,49.34,15,0,41
6440,864,4,2,6,4,26.07,69.48,54.33,6,8,14
6441,368,4,4,5,4,32.35,60.72,43.59,17,0,25
6442,251,3,5,9,4,34.2,76.61,35.31,10,5,32
6443,859,3,5,1,1,34.55,55.64,37.76,37,2,0
6444,856,1,5,9,5,20.22,58.88,39.39,25,0,22
6445,1193,2,5,2,1,33.17,52.85,22.87,40,3,1
6446,1113,2,5,7,6,37.79,67.0,32.71,38,0,0
6447,561,4,5,4,7,27.98,60.54,46.23,13,3,34
6448,294,2,5,5,5,27.24,51.2,39.43,10,14,21
6449,919,4,4,11,3,34.9,57.7,66.08,34,0,0
6450,1173,1,3,5,2,31.77,61.86,29.83,7,0,10
6451,1155,2,3,3,1,27.38,63.54,38.63,21,0,26
6452,433,2,4,9,2,30.85,61.14,54.1,34,0,0
6453,59,4,2,4,3,34.43,53.83,67.15,12,13,31
6454,969,1,2,4,4,32.02,55.71,67.83,14,6,27
6455,836,2,3,6,4,30.87,48.15,28.62,41,0,3
6456,199,2,5,1,6,30.34,65.67,31.36,15,19,14
6457,215,2,1,3,2,39.88,61.95,47.99,7,10,25
6458,898,1,3,6,7,25.91,49.54,54.66,7,18,17
6459,472,1,5,4,3,26.43,46.63,42.08,8,17,19
6460,247,2,1,6,1,30.48,65.53,69.54,16,2,40
6461,382,4,2,3,6,36.97,55.81,41.5,35,0,0
6462,991,4,4,7,5,27.63,60.94,44.64,7,3,39
6463,927,2,2,7,5,24.24,45.83,31.62,3,16,11
6464,1191,1,4,11,5,36.09,59.96,40.07,38,0,4
6465,560,2,2,6,6,29.1,73.96,55.31,26,0,19
6466,1075,1,4,10,6,31.11,59.97,37.7,8,18,21
6467,689,2,4,3,7,22.24,53.86,57.32,9,17,15
6468,380,1,5,10,7,27.82,55.13,42.05,20,0,23
6469,474,3,2,4,4,39.12,70.65,46.22,7,0,42
6470,1103,4,2,10,1,25.31,51.79,51.38,27,0,17
6471,697,3,5,9,5,31.03,60.24,49.2,39,0,1
6472,911,4,5,5,4,34.83,50.31,46.32,11,0,10
6473,960,1,1,7,6,37.71,79.73,38.27,8,0,43
6474,478,3,4,3,4,24.45,67.55,32.45,16,18,13
6475,1004,4,5,6,3,37.69,72.0,68.84,11,0,37
6476,926,2,2,7,1,29.54,53.63,58.72,39,0,0
6477,707,1,2,7,4,29.25,48.93,39.46,35,0,3
6478,1237,1,2,1,4,26.75,59.07,20.0,11,10,9
6479,854,2,2,9,1,22.76,48.63,20.61,13,2,40
6480,1137,2,2,5,5,24.26,46.73,63.59,14,8,19
6481,1017,4,3,10,5,31.35,50.33,31.43,12,7,32
6482,754,1,5,2,3,35.06,63.37,43.28,8,12,27
6483,503,4,3,7,1,35.85,66.05,54.54,34,0,0
6484,817,2,2,6,5,35.75,63.33,35.33,42,4,0
6485,588,1,5,5,4,24.06,50.18,49.03,22,0,16
6486,708,2,1,11,2,35.64,52.08,40.4,19,0,27
6487,1068,4,1,3,5,30.3,48.94,35.02,27,1,23
6488,1107,4,4,10,6,30.14,73.6,67.33,21,0,20
6489,207,4,1,2,6,33.84,63.74,29.44,10,8,26
6490,151,1,2,11,6,31.5,63.37,26.54,11,0,44
6491,668,2,1,5,5,31.37,66.0,54.39,5,11,28
6492,528,2,4,9,7,24.09,56.99,25.25,38,0,0
6493,165,4,2,2,6,28.75,58.24,64.26,5,6,35
6494,917,4,2,7,3,29.46,54.26,34.31,8,14,23
6495,1168,4,4,3,2,32.22,54.1,33.62,21,1,15
6496,1010,4,2,2,2,29.28,59.35,30.16,10,22,12
6497,37,3,2,1,5,25.75,50.81,43.31,9,0,38
6498,333,3,2,6,1,29.84,52.93,40.42,43,0,0
6499,403,3,2,4,6,31.58,72.67,27.01,11,0,15
6500,414,4,2,9,4,35.52,53.01,36.3,26,0,27
6501,45,4,2,9,4,24.01,50.76,23.95,10,14,31
6502,206,2,1,6,2,28.52,53.93,37.44,12,0,35
6503,62,1,1,1,4,27.56,69.63,55.59,6,11,35
6504,420,2,4,10,7,34.13,60.59,68.17,13,7,19
6505,868,3,1,6,7,35.28,59.92,52.55,11,12,28
6506,820,2,4,7,4,34.8,59.38,24.81,5,4,33
6507,19,4,4,10,7,39.55,79.33,53.87,35,3,0
6508,365,3,1,9,7,27.27,70.2,48.0,21,0,22
6509,1031,3,1,8,5,40.0,60.57,39.92,11,0,18
6510,428,1,2,10,5,35.0,71.76,41.14,13,4,39
6511,1140,1,2,5,3,32.67,72.64,62.88,41,4,0
6512,580,3,2,2,3,30.88,57.26,21.02,14,0,16
6513,546,3,4,7,4,35.06,71.81,44.59,7,22,21
6514,325,2,1,5,2,27.2,53.22,65.54,37,0,3
6515,55,3,4,6,2,31.64,57.41,46.37,11,14,16
6516,778,4,2,2,1,23.83,54.44,52.12,3,13,11
6517,992,2,4,5,2,34.53,50.56,59.52,6,12,33
6518,42,4,2,6,5,32.26,46.78,65.84,37,4,0
6519,231,4,3,5,6,33.72,54.76,55.49,9,0,36
6520,453,4,3,2,2,31.51,61.78,30.0,37,0,0
6521,394,3,4,4,6,39.52,68.5,46.86,11,4,36
6522,1151,1,3,7,2,29.04,69.4,35.7,25,0,18
6523,691,1,2,1,6,29.36,57.52,28.75,12,0,40
6524,392,4,2,5,3,31.55,55.2,56.98,9,15,10
6525,1216,3,4,7,4,30.73,58.57,39.43,11,0,6
6526,604,2,3,4,2,21.81,44.3,53.45,24,0,17
6527,881,4,4,7,4,28.73,53.76,21.09,14,4,44
6528,1101,2,2,6,7,30.44,50.27,63.48,9,3,35
6529,85,2,5,3,7,26.71,61.14,45.55,19,0,17
6530,1054,3,2,2,7,33.67,60.82,20.16,4,5,29
6531,49,3,4,10,1,30.18,58.08,31.69,17,2,14
6532,1168,1,1,3,7,30.96,71.75,32.0,8,3,39
